Order,TRACKING,CHSVIA,State
71816773,92419902712015573014803355,MBPM,MN
71816896,92419902712015573014803362,MBPM,IL
71816899,1Z1W1R130318601952,UMOC,WA
71816802,92419902712015573014803386,MBPM,NY
71816906,92419902712015573014803393,MBPM,IN
71816909,1Z1W1R130318601961,UMOC,CA
71816904,1Z1W1R130318601970,UMOC,NV
71816817,92419902712015573014803409,MBPM,AZ
71816918,1Z1W1R130318601989,UMOC,PA
71816926,92419902712015573014803423,MBPM,AZ
71816925,92419902712015573014803430,MBPM,AR
71816834,92419902712015573014803461,MBPM,CA
71816929,92419902712015573014803478,MBPM,IL
71816842,1Z1W1R130318601998,UMOC,WY
71816846,92419902712015573014803485,MBPM,ME
71816843,92419902712015573014803492,MBPM,AL
71816936,1Z1W1R130318602004,UMOC,TN
71816938,1Z1W1R130318602013,UMOC,MI
71816950,92419902712015573014803515,MBPM,NV
71816872,92419902712015573014803522,MBPM,IL
71817081,92419902712015573014803546,MBPM,OH
71816976,92419902712015573014803553,MBPM,CA
71816987,92419902712015573014803560,MBPM,CA
71817085,1Z1W1R130318602022,UMOC,WA
71817020,92419902712015573014803584,MBPM,CA
71816972,92419902712015573014803591,MBPM,KY
71817123,1Z1W1R130318602031,UMOC,NY
71817109,92419902712015573014803614,MBPM,TX
71817028,92419902712015573014803621,MBPM,NV
71817032,1Z1W1R130318602040,UMOC,NY
71817030,1Z1W1R130318602059,UMOR,CA
71817111,1Z1W1R130318602068,UMOC,CA
71817033,1Z1W1R130318602077,UMOC,TX
71817116,92419902712015573014803638,MBPM,MO
71817113,1Z1W1R130318602095,UMOC,PA
71817118,1Z1W1R130318602102,UMOC,MO
71817035,92419902712015573014803645,MBPM,CO
71817122,1Z1W1R130318602111,UMOC,IL
71817117,92419902712015573014803652,MBPM,ID
71817037,1Z1W1R130318602120,UMOC,MN
71817040,92419902712015573014803669,MBPM,NJ
71817043,92419902712015573014803676,MBPM,CA
71817039,1Z1W1R130318602139,UMOC,CA
71817044,92419902712015573014803690,MBPM,CA
71817051,1Z1W1R130318602148,UMOC,MN
71817050,92419902712015573014803706,MBPM,AL
71817055,1Z1W1R130318602157,UMOC,CO
71817174,92419902712015573014803713,MBPM,ID
71817066,92419902712015573014803720,MBPM,NH
71729285,1Z1W1R130318602175,UMOR,NH
71817181,92419902712015573014803737,MBPM,CA
71817142,92419902712015573014803751,MBPM,CA
71767850,1Z1W1R130318602184,UMOC,GA
71817059,92419902712015573014803768,MBPM,PA
71817146,92419902712015573014803775,MBPM,CA
71817072,92419902712015573014803805,MBPM,CA
71817161,92419902712015573014803829,MBPM,OH
71817163,92419902712015573014803836,MBPM,CA
71817182,1Z1W1R130318602193,UMOC,MO
71817158,1Z1W1R130318602200,UMOC,WA
71817167,1Z1W1R130318602219,UMOC,AZ
71817166,1Z1W1R130318602228,UMOC,CO
71817184,1Z1W1R130318602246,UMOC,CA
71817189,92419902712015573014803843,MBPM,TX
71817190,1Z1W1R130318602255,UMOC,FL
71817190,1Z1W1R130318602264,UMOC,FL
71817173,1Z1W1R130318602273,UMOC,NJ
71817287,1Z1W1R130318602282,UMOC,KS
71817192,1Z1W1R130318602291,UMOC,UT
71817276,1Z1W1R130318602308,UMOC,CA
71817191,92419902712015573014803867,MBPM,RI
71817185,1Z1W1R130318602317,UMOC,IL
71817290,1Z1W1R130318602326,UMOC,CO
71817291,92419902712015573014803881,MBPM,WA
71817068,92419902712015573014803898,MBPM,CA
71817200,1Z1W1R130318602335,UMOR,CA
71817292,1Z1W1R130318602344,UMOC,CO
71817203,1Z1W1R130318602353,UMOC,CA
71817206,1Z1W1R130318602362,UMOC,MI
71817295,1Z1W1R130318602371,UMOC,CA
71817312,92419902712015573014803942,MBPM,CT
71817311,1Z1W1R130318602380,UMOC,CA
71817058,1Z1W1R130318602399,UMOC,CA
71817219,1Z1W1R130318602424,UMOC,CA
71817228,1Z1W1R130318602433,UMOC,AZ
71817317,92419902712015573014803959,MBPM,CA
71817224,1Z1W1R130318602451,UMOC,CO
71817300,92419902712015573014803966,MBPM,CA
71817323,1Z1W1R130318602460,UMOC,CA
71817323,1Z1W1R130318602479,UMOC,CA
71817208,92419902712015573014803973,MBPM,FL
71817232,1Z1W1R130318602488,UMOC,ID
71817205,1Z1W1R130318602497,UMOC,CO
71817218,92419902712015573014803997,MBPM,CA
71817229,1Z1W1R130318602577,UMOC,PA
71817221,1Z1W1R130318602586,UMOC,MI
71817313,1Z1W1R130318602595,UMOC,CA
71817222,92419902712015573014804000,MBPM,OH
71817339,1Z1W1R130318602602,UMOC,OK
71817240,1Z1W1R130318602611,UMOR,CA
71817325,1Z1W1R130318602620,UMOC,NY
71817233,1Z1W1R130318602639,UMOR,NV
71817235,1Z1W1R130318602648,UMOC,CA
71817329,92419902712015573014804017,MBPM,MN
71817332,1Z1W1R130318602657,UMOC,CA
71817249,92419902712015573014804031,MBPM,VA
71817248,1Z1W1R130318602666,UMOC,HI
71817336,1Z1W1R130318602675,UMOC,FL
71817337,92419902712015573014804055,MBPM,ID
71817253,1Z1W1R130318602684,UMOC,IL
71817253,1Z1W1R130318602693,UMOC,IL
71817257,9205590295388102784690,UPM,HI
71817352,92419902712015573014804062,MBPM,CA
71817358,1Z1W1R130318602700,UMOR,NM
71817268,1Z1W1R130318602719,UMOC,NC
71817265,1Z1W1R130318602728,UMOC,CA
71817478,92419902712015573014804086,MBPM,VT
71817272,92419902712015573014804093,MBPM,CA
71817367,1Z1W1R130318602737,UMOC,MN
71817274,92419902712015573014804109,MBPM,MI
71817273,1Z1W1R130318602746,UMOC,MA
71817368,92419902712015573014804116,MBPM,WA
71817486,92419902712015573014804123,MBPM,CA
71817369,1Z1W1R130318602755,UMOC,MO
71817387,92419902712015573014804130,MBPM,NY
71817491,1Z1W1R130318602764,UMOR,CA
71817488,92419902712015573014804147,MBPM,NC
71817321,1Z1W1R130318602773,UMOC,AL
71816956,1Z1W1R130318602782,UMOC,CO
71816882,1Z1W1R130318602791,UMOC,WA
71816882,1Z1W1R130318602808,UMOC,WA
71816882,1Z1W1R130318602817,UMOC,WA
71817509,92419902712015573014804161,MBPM,CA
71817504,1Z1W1R130318602826,UMOC,MA
71817400,92419902712015573014804185,MBPM,OR
71817506,1Z1W1R130318602844,UMOC,CA
71817402,1Z1W1R130318602853,UMOC,CA
71817511,1Z1W1R130318602862,UMOC,SD
71817514,92419902712015573014804192,MBPM,NJ
71817513,92419902712015573014804208,MBPM,IN
71817410,92419902712015573014804215,MBPM,NC
71817407,92419902712015573014804222,MBPM,CA
71817413,92419902712015573014804246,MBPM,PA
71817409,9205590295388102784706,UPM,PR
71817517,92419902712015573014804260,MBPM,WI
71817420,1Z1W1R130318602871,UMOC,GA
71817524,1Z1W1R130318602880,UMOC,CA
71817437,92419902712015573014804284,MBPM,NY
71817527,1Z1W1R130318602899,UMOC,CA
71817531,92419902712015573014804291,MBPM,IL
71817443,1Z1W1R130318602906,UMOC,PA
71817442,1Z1W1R130318602915,UMOC,MI
71817453,92419902712015573014804307,MBPM,UT
71817432,92419902712015573014804314,MBPM,CA
71817536,92419902712015573014804321,MBPM,CA
71817538,1Z1W1R130318602924,UMOC,HI
71817463,1Z1W1R130318602933,UMOC,CO
71817554,1Z1W1R130318602942,UMOC,CA
71817555,1Z1W1R130318602951,UMOC,ID
71817537,92419902712015573014804338,MBPM,WA
71817473,1Z1W1R130318602960,UMOC,DC
71817581,1Z1W1R130318602979,UMOC,FL
71817446,92419902712015573014804352,MBPM,IL
71817558,1Z1W1R130318602988,UMOC,TX
71817580,1Z1W1R130318602997,UMOC,WA
71817532,1Z1W1R130318603003,UMOC,OH
71817679,1Z1W1R130318603012,UMOR,CA
71817564,1Z1W1R130318603021,UMOC,NY
71817568,1Z1W1R130318603030,UMOC,NY
71817565,92419902712015573014804369,MBPM,SC
71817572,92419902712015573014804376,MBPM,CA
71817586,1Z1W1R130318603049,UMOC,CA
71817675,1Z1W1R130318603058,UMOR,CA
71817571,1Z1W1R130318603067,UMOC,CA
71817594,1Z1W1R130318603076,UMOC,CO
71817680,1Z1W1R130318603085,UMOC,CA
71817599,1Z1W1R130318603094,UMOC,NY
71817697,1Z1W1R130318603101,UMOC,CA
71817699,1Z1W1R130318603110,UMOR,WA
71817699,1Z1W1R130318603129,UMOR,WA
71817615,1Z1W1R130318603138,UMOC,NH
71817620,92419902712015573014804390,MBPM,CA
71817625,92419902712015573014804406,MBPM,CA
71817724,1Z1W1R130318603147,UMOC,WI
71817726,1Z1W1R130318603156,UMOC,NV
71817721,1Z1W1R130318603165,UMOC,OH
71817743,1Z1W1R130318603174,UMOC,NY
71817748,1Z1W1R130318603183,UMOC,CA
71817656,1Z1W1R130318603192,UMOC,CA
71817660,92419902712015573014804437,MBPM,CA
71816414,92419902712015573014804468,MBPM,WI
71816374,92419902712015573014804475,MBPM,NC
71816415,1Z1W1R130318603209,UMOR,WI
71816489,9205590295388102784713,UPM,KS
71816443,1Z1W1R130318603218,UMOC,NY
71816501,92419902712015573014804505,MBPM,CA
71816594,92419902712015573014804512,MBPM,UT
71816599,92419902712015573014804529,MBPM,MI
71816607,92419902712015573014804536,MBPM,CO
300132904,1Z1W1R130318603227,UMOC,NH
71816783,92419902712015573014804543,MBPM,CA
71816809,92748902712015573014804551,MPSL,OH
71816917,92419902712015573014804567,MBPM,NY
71816940,9205590295388102784720,UPM,OH
71816829,1Z1W1R130318603236,UMOC,WA
71816833,92419902712015573014804581,MBPM,NY
71816937,1Z1W1R130318603245,UMOC,CA
71817115,1Z1W1R130318603254,UMOC,IA
71817128,1Z1W1R130318603263,UMOC,CA
71817125,1Z1W1R130318603272,UMOC,WA
71817045,92419902712015573014804628,MBPM,MI
71817132,92419902712015573014804635,MBPM,OH
71817052,92419902712015573014804642,MBPM,FL
71817136,92419902712015573014804666,MBPM,IL
71656903,92419902712015573014804697,MBPM,MA
300132911,1Z1W1R130318603281,UMOC,CA
71817145,92419902712015573014804734,MBPM,IN
71817061,92419902712015573014804741,MBPM,NY
71817157,92419902712015573014804758,MBPM,CA
71817162,92419902712015573014804765,MBPM,OH
71817187,92419902712015573014804789,MBPM,NM
71817168,92419902712015573014804796,MBPM,IL
71817169,1Z1W1R130318603290,UMOC,CA
71817188,1Z1W1R130318603307,UMOC,NY
71817195,92419902712015573014804819,MBPM,CA
71817196,92419902712015573014804826,MBPM,OR
71817296,92419902712015573014804833,MBPM,DE
71817209,1Z1W1R130318603316,UMOC,OR
71817304,92419902712015573014804840,MBPM,CA
71817210,1Z1W1R130318603325,UMOC,PA
71817062,1Z1W1R130318603334,UMOC,WA
71817062,1Z1W1R130318603343,UMOC,WA
71817226,92419902712015573014804857,MBPM,CA
71817316,92419902712015573014804871,MBPM,CA
71817215,92419902712015573014804888,MBPM,PA
300132907,1Z1W1R130318603352,UMOC,CA
71816931,92419902712015573014804918,MBPM,CA
71816946,1Z1W1R130318603361,UMOC,SD
300132910,1Z1W1R130318603370,UMOC,PA
71816988,92419902712015573014804925,MBPM,CA
71816974,92419902712015573014804932,MBPM,KY
71817091,92419902712015573014804956,MBPM,OH
71817087,92419902712015573014804963,MBPM,NV
71817095,1Z1W1R130318603389,UMOC,IL
71817093,92419902712015573014804970,MBPM,MI
71817011,92419902712015573014804987,MBPM,OH
71817099,1Z1W1R130318603398,UMOR,CA
71817031,92419902712015573014805007,MBPM,CA
71817036,1Z1W1R130318603405,UMOC,CA
71817041,92419902712015573014805021,MBPM,CA
71817049,1Z1W1R130318603414,UMOC,IL
71817131,92419902712015573014805038,MBPM,MA
71817283,92419902712015573014805045,MBPM,GA
71817179,92419902712015573014805069,MBPM,MN
71817236,92419902712015573014805083,MBPM,CA
71817326,1Z1W1R130318603423,UMOR,CT
71817241,1Z1W1R130318603432,UMOC,CA
71817244,1Z1W1R130318603441,UMOC,WI
71817338,92419902712015573014805090,MBPM,IN
71817345,92419902712015573014805106,MBPM,ID
71817346,92419902712015573014805137,MBPM,CA
71817259,92419902712015573014805144,MBPM,WA
71817353,92419902712015573014805151,MBPM,CA
71817262,92419902712015573014805168,MBPM,VA
300132913,1Z1W1R130318603469,UMOR,MN
71817374,1Z1W1R130318603478,UMOR,CA
71817379,92419902712015573014805175,MBPM,SC
71817370,1Z1W1R130318603487,UMOC,MA
71817362,1Z1W1R130318603496,UMOR,NV
71817484,9205590295388102784737,UPM,OH
71817269,92419902712015573014805182,MBPM,MI
71817383,92419902712015573014805199,MBPM,IL
71817378,92419902712015573014805205,MBPM,WA
71817480,92419902712015573014805212,MBPM,WA
71817385,1Z1W1R130318603503,UMOC,IN
71817494,92419902712015573014805229,MBPM,PA
71817492,92419902712015573014805236,MBPM,CO
71817254,92419902712015573014805243,MBPM,PA
71817390,92419902712015573014805267,MBPM,NC
71817391,1Z1W1R130318603512,UMOC,CA
71817500,92419902712015573014805298,MBPM,OH
71817394,92419902712015573014805304,MBPM,MN
71817395,1Z1W1R130318603521,UMOR,HI
71817523,92419902712015573014805328,MBPM,PA
71817418,92419902712015573014805342,MBPM,WA
71817540,1Z1W1R130318603549,UMOR,OH
71817441,1Z1W1R130318603567,UMOC,OH
71817431,92419902712015573014805373,MBPM,IN
71817435,1Z1W1R130318603576,UMOC,TX
71817543,92419902712015573014805397,MBPM,ID
71817457,1Z1W1R130318603585,UMOC,UT
71817465,1Z1W1R130318603594,UMOC,IL
71817470,1Z1W1R130318603601,UMOC,CO
71817468,1Z1W1R130318603610,UMOC,CA
71817557,1Z1W1R130318603629,UMOC,VA
71817561,1Z1W1R130318603638,UMOC,HI
71817579,1Z1W1R130318603647,UMOC,NY
71817471,1Z1W1R130318603656,UMOC,MO
71817588,92419902712015573014805410,MBPM,NY
71817584,1Z1W1R130318603665,UMOC,CO
71817583,1Z1W1R130318603674,UMOC,CO
71817544,92419902712015573014805427,MBPM,NE
71817574,1Z1W1R130318603683,UMOC,CA
71817681,92419902712015573014805434,MBPM,CA
71817684,1Z1W1R130318603692,UMOC,KY
71817605,92419902712015573014805458,MBPM,OH
71817608,92419902712015573014805465,MBPM,IN
71817611,1Z1W1R130318603709,UMOC,ND
71817607,1Z1W1R130318603718,UMOC,CA
71817614,92419902712015573014805472,MBPM,WA
71817612,1Z1W1R130318603727,UMOC,CA
71817616,92419902712015573014805489,MBPM,CA
71817709,1Z1W1R130318603736,UMOC,CO
71817706,1Z1W1R130318603745,UMOC,CA
71817623,1Z1W1R130318603754,UMOC,IL
71817622,92419902712015573014805496,MBPM,VA
71817713,92419902712015573014805502,MBPM,TX
71817626,1Z1W1R130318603763,UMOC,OR
71817716,1Z1W1R130318603772,UMOC,WA
71817631,92419902712015573014805519,MBPM,UT
71817632,1Z1W1R130318603781,UMOC,FL
71817643,92419902712015573014805540,MBPM,NC
71817745,92419902712015573014805557,MBPM,CA
71817646,1Z1W1R130318603790,UMOC,CA
71817651,92419902712015573014805571,MBPM,WA
71817750,1Z1W1R130318603807,UMOC,WA
71817654,1Z1W1R130318603816,UMOC,PA
71817659,1Z1W1R130318603825,UMOC,CA
71817758,1Z1W1R130318603834,UMOC,OH
71817764,92419902712015573014805588,MBPM,NY
71817663,92419902712015573014805595,MBPM,NY
71817667,92419902712015573014805618,MBPM,WA
71817768,92419902712015573014805625,MBPM,CA
300132901,1Z1W1R130318603843,UMOC,TX
71817673,92419902712015573014805632,MBPM,NC
71817783,1Z1W1R130318603852,UMOC,PA
71817785,92419902712015573014805649,MBPM,ME
71817780,92419902712015573014805656,MBPM,IN
71817877,92419902712015573014805663,MBPM,CA
71817786,1Z1W1R130318603861,UMOC,LA
71817781,92419902712015573014805670,MBPM,PA
71817875,1Z1W1R130318603870,UMOC,NY
71817053,92419902712015573014805694,MBPM,GA
71817148,9205590295388102784744,UPM,AK
71817164,1Z1W1R130318645503,UMOC,ME
71817217,92419902712015573014805731,MBPM,CA
300132912,1Z1W1R130318603889,UMOR,UT
71817263,92419902712015573014805748,MBPM,PA
71817334,92419902712015573014805755,MBPM,CO
71817331,1Z1W1R130318603898,UMOC,CA
71817342,1Z1W1R130318603905,UMOC,DE
71817499,92419902712015573014805779,MBPM,TX
71817522,9205590295388102784751,UCPC,AK
71817237,92419902712015573014805793,MBPM,PA
71817260,92419902712015573014805809,MBPM,CA
71817271,92419902712015573014805823,MBPM,MN
71817388,92419902712015573014805830,MBPM,TX
71817553,92419902712015573014805847,MBPM,CA
71817548,1Z1W1R130318603914,UMOC,CA
71817528,92419902712015573014805861,MBPM,UT
71817691,92419902712015573014805878,MBPM,TX
71817567,92419902712015573014805885,MBPM,OH
71817570,1Z1W1R130318603923,UMOC,WA
71817689,1Z1W1R130318603932,UMOR,VA
71817603,92419902712015573014805939,MBPM,TN
71817696,1Z1W1R130318603941,UMOC,MT
71817606,92419902712015573014805946,MBPM,CA
71817698,92419902712015573014805953,MBPM,MN
71817734,92419902712015573014805984,MBPM,WA
71817641,92419902712015573014805991,MBPM,CA
71817736,92419902712015573014806004,MBPM,MA
71817644,1Z1W1R130318603950,UMOC,MO
71817767,1Z1W1R130318603969,UMOC,OH
71817791,92419902712015573014806011,MBPM,CA
71817421,92419902712015573014806028,MBPM,PA
71817534,92419902712015573014806042,MBPM,CA
71817429,1Z1W1R130318603978,UMOC,WA
71817456,1Z1W1R130318603987,UMOC,NC
71817469,92419902712015573014806059,MBPM,PA
71817447,92419902712015573014806073,MBPM,TX
300132916,1Z1W1R130318603996,UMOC,CA
71817450,1Z1W1R130318604002,UMOR,PA
71817589,1Z1W1R130318645585,UMOR,ID
71817573,92419902712015573014806097,MBPM,CA
71817705,92419902712015573014806110,MBPM,AZ
71817723,92419902712015573014806134,MBPM,CA
71817636,92419902712015573014806141,MBPM,WA
71817752,92419902712015573014806158,MBPM,OH
71817761,92419902712015573014806165,MBPM,NJ
71817732,92419902712015573014806172,MBPM,CA
71817640,92419902712015573014806189,MBPM,IN
71817738,92419902712015573014806196,MBPM,PA
71817655,92419902712015573014806202,MBPM,OR
71817779,9205590295388102784768,UPM,HI
71817671,92419902712015573014806219,MBPM,TX
71817796,92419902712015573014806226,MBPM,WA
71817880,92419902712015573014806240,MBPM,NY
71817882,92419902712015573014806257,MBPM,CO
71817884,92419902712015573014806264,MBPM,MN
300132925,1Z3584030280175236,UC02,CA
300132929,9205590295388102784775,UPM,MI
300132935,1Z1W1R130318604039,UMOR,UT
300132955,1Z1W1R130318604075,UMOR,TX
300132959,9205590295388102784782,UPM,WI
300132970,1Z1W1R130318604119,UMOR,CA
71768270,92419902712015573014806271,MBPM,WV
71813629,1Z1W1R130318604262,UMOR,MI
71814366,1Z1W1R130318604280,UMOR,IL
71815878,1Z1W1R130318604299,UMOC,WY
71815798,1Z1W1R130318604306,UMOC,SD
71817787,1Z1W1R130318604315,UMOC,FL
71817795,1Z1W1R130318604324,UMOC,WI
71817883,1Z1W1R130318604333,UMOC,CA
71817804,1Z1W1R130318604342,UMOC,ID
71817890,1Z1W1R130318604351,UMOC,NY
71817806,1Z1W1R130318604360,UMOC,CA
71817809,1Z1W1R130318604379,UMOC,CA
71817815,1Z1W1R130318604388,UMOC,MO
71817812,1Z1W1R130318604397,UMOC,CO
71817822,92419902712015573014806776,MBPM,CA
71817820,1Z1W1R130318604404,UMOR,NE
71817914,92419902712015573014806790,MBPM,CO
71817907,1Z1W1R130318604413,UMOC,MT
71817832,92419902712015573014806806,MBPM,AR
71817831,92419902712015573014806813,MBPM,AL
71817934,92419902712015573014806820,MBPM,WI
71817844,1Z1W1R130318604422,UMOC,NH
71817926,9205590295388102784805,UCPC,HI
71817840,92419902712015573014806837,MBPM,MO
71817931,92419902712015573014806844,MBPM,CA
71817921,92419902712015573014806851,MBPM,FL
71817938,92419902712015573014806868,MBPM,PA
71817839,92419902712015573014806875,MBPM,CA
71817922,92419902712015573014806882,MBPM,ID
71817860,1Z1W1R130318604431,UMOC,IL
71817855,1Z1W1R130318604440,UMOC,OR
71817929,92419902712015573014806899,MBPM,CA
71817858,1Z1W1R130318604459,UMOC,CO
71817939,1Z1W1R130318604468,UMOC,NY
71817939,1Z1W1R130318604477,UMOC,NY
71817932,92419902712015573014806905,MBPM,CA
71817945,1Z1W1R130318604486,UMOC,CT
71817786,92419902712015573014806912,MBPM,LA
71817781,92419902712015573014806929,MBPM,PA
71817791,92419902712015573014806936,MBPM,CA
71817796,92419902712015573014806943,MBPM,WA
71817788,92419902712015573014806967,MBPM,CA
71817882,92419902712015573014806974,MBPM,CO
71817880,92419902712015573014806981,MBPM,NY
71817653,1Z1W1R130318604495,UMOC,CA
71817797,92419902712015573014807001,MBPM,CA
71817886,1Z1W1R130318604502,UMOC,WA
71817808,92419902712015573014807025,MBPM,CA
71817802,92419902712015573014807032,MBPM,CA
71817893,92419902712015573014807049,MBPM,MN
71817807,92419902712015573014807056,MBPM,MA
71817903,1Z1W1R130318604511,UMOC,CA
71817805,1Z1W1R130318604520,UMOC,HI
71817817,1Z1W1R130318604539,UMOC,MA
71817906,1Z1W1R130318604548,UMOC,IL
71817810,1Z1W1R130318604557,UMOC,PA
71817810,1Z1W1R130318604566,UMOC,PA
71817892,92419902712015573014807063,MBPM,IL
71817811,92419902712015573014807070,MBPM,CO
71817825,92419902712015573014807100,MBPM,UT
71817913,1Z1W1R130318604575,UMOC,WV
71817823,1Z1W1R130318604584,UMOC,AR
71817827,92419902712015573014807117,MBPM,OH
71817852,92419902712015573014807124,MBPM,MO
71817936,9205590295388102784812,UPM,AK
71817845,92419902712015573014807131,MBPM,CA
71817863,1Z1W1R130318604593,UMOC,TN
71817863,1Z1W1R130318604600,UMOC,TN
71817978,92419902712015573014807148,MBPM,NY
71817968,1Z1W1R130318604619,UMOC,CO
71818087,92419902712015573014807155,MBPM,IA
71818078,92419902712015573014807162,MBPM,CA
71818107,92419902712015573014807179,MBPM,CA
71818081,1Z1W1R130318604628,UMOC,VA
71817988,1Z1W1R130318604637,UMOC,CA
71818088,1Z1W1R130318604646,UMOC,HI
71818113,1Z1W1R130318604655,UMOC,CA
71818083,1Z1W1R130318604664,UMOC,CA
71818000,1Z1W1R130318604673,UMOC,MN
71818126,1Z1W1R130318604682,UMOC,CO
71818024,1Z1W1R130318604691,UMOC,MA
71818018,92419902712015573014807186,MBPM,TX
71818031,92419902712015573014807193,MBPM,CA
71818122,1Z1W1R130318604708,UMOC,NY
71818022,92419902712015573014807209,MBPM,WA
71818125,1Z1W1R130318604717,UMOC,CA
71818045,1Z1W1R130318604726,UMOR,MI
71818145,9205590295388102784829,UCPC,HI
71818052,1Z1W1R130318604735,UMOC,FL
71818057,1Z1W1R130318604744,UMOC,FL
71818057,1Z1W1R130318604753,UMOC,FL
71818057,1Z1W1R130318604762,UMOC,FL
71818042,1Z1W1R130318604771,UMOC,NE
71818043,92419902712015573014807230,MBPM,MD
71817591,1Z1W1R130318604780,UMOC,CA
71817769,1Z1W1R130318604799,UMOC,MI
71818167,92419902712015573014807247,MBPM,CA
71818192,1Z1W1R130318604806,UMOC,WI
71818294,1Z1W1R130318604815,UMOC,CA
71818202,1Z1W1R130318604824,UMOC,NY
71818293,1Z1W1R130318604833,UMOC,HI
71818173,1Z1W1R130318604842,UMOC,WA
71818196,1Z1W1R130318604851,UMOC,MA
71818280,1Z1W1R130318604860,UMOC,CA
71818201,1Z1W1R130318604879,UMOC,IA
71818286,92419902712015573014807254,MBPM,ME
71818288,1Z1W1R130318604888,UMOC,ID
71818288,1Z1W1R130318604897,UMOC,ID
71818055,92419902712015573014807278,MBPM,CA
71818190,92419902712015573014807285,MBPM,WA
71818175,92419902712015573014807292,MBPM,MO
71817785,92419902712015573014807315,MBPM,ME
300132920,1Z1W1R130318604904,UMOC,CA
71817909,92419902712015573014807339,MBPM,OH
71817915,92419902712015573014807346,MBPM,CA
71817826,92419902712015573014807353,MBPM,WA
71817774,92419902712015573014807360,MBPM,CA
71817877,92419902712015573014807377,MBPM,CA
71817780,92419902712015573014807384,MBPM,IN
300132919,1Z1W1R130318604913,UMOC,CA
71817923,92419902712015573014807414,MBPM,OH
71817920,92419902712015573014807421,MBPM,CA
71817962,1Z1W1R130318604922,UMOC,CO
71817973,1Z1W1R130318604931,UMOC,NJ
71817992,92419902712015573014807445,MBPM,CA
71818015,1Z1W1R130318604940,UMOC,OR
71817991,1Z1W1R130318604959,UMOC,CA
71818014,1Z1W1R130318604968,UMOC,HI
71818096,1Z1W1R130318604977,UMOR,CA
71818105,92419902712015573014807476,MBPM,NY
71817998,1Z1W1R130318604986,UMOC,CA
71818097,1Z1W1R130318604995,UMOC,WI
71818103,1Z1W1R130318605001,UMOC,OH
71818123,1Z1W1R130318605010,UMOC,CA
71818020,92419902712015573014807483,MBPM,AZ
71818025,1Z1W1R130318605029,UMOC,WI
71818137,1Z1W1R130318605038,UMOC,CA
71818128,1Z1W1R130318605047,UMOC,HI
71818030,1Z1W1R130318605056,UMOC,MA
71818129,92419902712015573014807490,MBPM,MI
71818121,92419902712015573014807513,MBPM,NY
71818028,92419902712015573014807520,MBPM,CA
71818131,1Z1W1R130318605065,UMOC,CA
71818041,92419902712015573014807537,MBPM,NJ
71818035,1Z1W1R130318605074,UMOC,NY
71818037,1Z1W1R130318605083,UMOC,UT
71818149,92419902712015573014807544,MBPM,IL
71818047,92419902712015573014807551,MBPM,CA
71818132,1Z1W1R130318605092,UMOR,CA
71818170,92419902712015573014807568,MBPM,NY
71818165,92419902712015573014807575,MBPM,MA
71818050,92419902712015573014807582,MBPM,IA
71818049,92419902712015573014807599,MBPM,VA
71818181,1Z1W1R130318605109,UMOC,FL
71818070,1Z1W1R130318605118,UMOC,CA
71818059,92419902712015573014807605,MBPM,ME
71818053,92419902712015573014807612,MBPM,CA
71818151,92419902712015573014807629,MBPM,CA
71818155,1Z1W1R130318605127,UMOC,IA
71818179,1Z1W1R130318605136,UMOC,CA
71818073,92419902712015573014807643,MBPM,WV
71818147,1Z1W1R130318605145,UMOC,KS
71818046,1Z1W1R130318605154,UMOC,CA
71818046,1Z1W1R130318605163,UMOC,CA
71818046,1Z1W1R130318605172,UMOC,CA
71818187,92419902712015573014807667,MBPM,CO
71818278,92419902712015573014807674,MBPM,CA
71818205,1Z1W1R130318605181,UMOC,KS
71818276,1Z1W1R130318605190,UMOR,NY
71818207,92419902712015573014807681,MBPM,WA
71818290,92419902712015573014807698,MBPM,IN
71818296,1Z1W1R130318605207,UMOC,ND
71818305,1Z1W1R130318605216,UMOC,MN
71818172,92419902712015573014807711,MBPM,CA
71818299,1Z1W1R130318605225,UMOC,HI
71818318,1Z1W1R130318605234,UMOR,CA
71818218,1Z1W1R130318605243,UMOC,VA
71818308,92419902712015573014807735,MBPM,PA
71818213,92419902712015573014807742,MBPM,PA
71818306,1Z1W1R130318605252,UMOC,HI
71818321,92419902712015573014807759,MBPM,FL
71818220,92419902712015573014807766,MBPM,ID
71818224,1Z1W1R130318605261,UMOC,PA
71818298,92419902712015573014807773,MBPM,CA
71818326,92419902712015573014807780,MBPM,PA
71818319,92419902712015573014807797,MBPM,OR
71818228,1Z1W1R130318605270,UMOC,NH
71818233,92419902712015573014807803,MBPM,TX
71818236,1Z1W1R130318605289,UMOC,NE
71818341,92419902712015573014807810,MBPM,NJ
71818252,1Z1W1R130318605298,UMOR,CA
71818254,1Z1W1R130318605305,UMOC,AZ
71818248,92419902712015573014807827,MBPM,CA
71818332,1Z1W1R130318605314,UMOC,CA
71818336,92419902712015573014807841,MBPM,PA
71818257,92419902712015573014807858,MBPM,MI
71818255,92419902712015573014807865,MBPM,CA
71818346,1Z1W1R130318605323,UMOC,OR
71818268,1Z1W1R130318605332,UMOC,CO
71818251,1Z1W1R130318605341,UMOC,CA
71818269,92419902712015573014807872,MBPM,ND
71818261,92419902712015573014807889,MBPM,CA
71818267,92419902712015573014807896,MBPM,PA
